benefit_id,source_file,category,provider_or_retailer,item_or_event_name,target_platform,target_game,channel_type,benefit_type,benefit_value,benefit_unit,min_spend_krw,max_benefit_krw,min_prev_month_spend_krw,condition_type,is_first_purchase,requires_pre_app,payment_method_restriction,stacking_layer,user_segment,spend_exclusion_type,disbursement_type,is_first_come_first_served,is_tiered_limit,payment_route_type,is_probabilistic,denomination_list,start_date,end_date,source_url,condition_raw_text,content_hash,crawled_at,updated_at,is_active
BNF_STORE_ONESTORE_4926183d,store_onestore,DISCOUNT_STORE,ONE_STORE,디 앤츠:언더그라운드 킹덤 50% 쿠폰[1차],ONE_STORE,디 앤츠:언더그라운드 킹덤,IN_APP,DISCOUNT,50.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 본 이벤트는 SKT, KT, U+ 이동통신사와 알뜰폰 사용자에 한해 기간 내에 각 게임별 인당 1회 참여 가능합니다.",,,,
BNF_STORE_ONESTORE_71ed9f4d,store_onestore,DISCOUNT_STORE,ONE_STORE,디 앤츠:언더그라운드 킹덤 30% 쿠폰[2차],ONE_STORE,디 앤츠:언더그라운드 킹덤,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,,2027-12-31,https://m.onestore.co.kr/osmp/onestore/cpnEvent.omp,"기간: 2027년 12월 31일까지 50% 쿠폰[1차]+30% 쿠폰[2차] 추가 지급되는 쿠폰은 앞 차수 쿠폰을 사용한 ID기준으로 지급되며, 지급까지는 최대 2시간이 소요될 수 있습니다.",,,,
BNF_STORE_GOOGLEPLAY_9c64c358,store_googleplay,DISCOUNT_STORE,GOOGLE_PLAY,GNOSIA 30% 할인,GOOGLE_PLAY,GNOSIA,IN_APP,DISCOUNT,30.0,PERCENT,0,,,GENERAL,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,INSTANT_DISCOUNT,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://play.google.com/store/games?device=windows&hl=ko,GNOSIA 30% 할인,,,,
BNF_STORE_GOOGLEPLAY_TIER_a3b55377,store_googleplay_tier,SUMMARY_STORE_TIER_REWARD_RATES,GOOGLE_PLAY,Google Play Points 브론즈 등급 적립,GOOGLE_PLAY,ALL,IN_APP,REWARD,0.1,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://play.google.com/intl/ALL_kr/about/playpoints/notifications/how-to-earn-points/,"브론즈 등급: 1,000원당 1포인트 적립",,,,
BNF_STORE_GOOGLEPLAY_TIER_b96df7d7,store_googleplay_tier,SUMMARY_STORE_TIER_REWARD_RATES,GOOGLE_PLAY,Google Play Points 실버 등급 적립,GOOGLE_PLAY,ALL,IN_APP,REWARD,0.11,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://play.google.com/intl/ALL_kr/about/playpoints/notifications/how-to-earn-points/,"실버 등급: 1,000원당 1.1포인트 적립",,,,
BNF_STORE_GOOGLEPLAY_TIER_daf3e8ba,store_googleplay_tier,SUMMARY_STORE_TIER_REWARD_RATES,GOOGLE_PLAY,Google Play Points 골드 등급 적립,GOOGLE_PLAY,ALL,IN_APP,REWARD,0.13,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://play.google.com/intl/ALL_kr/about/playpoints/notifications/how-to-earn-points/,"골드 등급: 1,000원당 1.3포인트 적립",,,,
BNF_STORE_GOOGLEPLAY_TIER_15e2d2d0,store_googleplay_tier,SUMMARY_STORE_TIER_REWARD_RATES,GOOGLE_PLAY,Google Play Points 플래티넘 등급 적립,GOOGLE_PLAY,ALL,IN_APP,REWARD,0.16,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://play.google.com/intl/ALL_kr/about/playpoints/notifications/how-to-earn-points/,"플래티넘 등급: 1,000원당 1.6포인트 적립",,,,
BNF_STORE_GOOGLEPLAY_TIER_c4ea032e,store_googleplay_tier,SUMMARY_STORE_TIER_REWARD_RATES,GOOGLE_PLAY,Google Play Points 다이아몬드 등급 적립,GOOGLE_PLAY,ALL,IN_APP,REWARD,0.2,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://play.google.com/intl/ALL_kr/about/playpoints/notifications/how-to-earn-points/,"다이아몬드 등급: 1,000원당 2포인트 적립",,,,
BNF_STORE_GALAXYSTORE_TIER_b512959d,store_galaxystore_tier,SUMMARY_STORE_TIER_REWARD_RATES,GALAXY_STORE,삼성전자 멤버십 일반 등급 갤럭시스토어 적립,GALAXY_STORE,ALL,IN_APP,REWARD,0.1,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://www.samsung.com/sec/membership/membershipLevel/,일반 등급: 2년간 구매 누계 실적 300만원 및 누계횟수 3회 미만. 기본 포인트 적립 0.1%. 갤럭시스토어에서 적립되는 포인트는 월/2년 적립한도 적용되지 않습니다.,,,,
BNF_STORE_GALAXYSTORE_TIER_30ec7f24,store_galaxystore_tier,SUMMARY_STORE_TIER_REWARD_RATES,GALAXY_STORE,삼성전자 멤버십 스타 등급 갤럭시스토어 적립,GALAXY_STORE,ALL,IN_APP,REWARD,0.1,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://www.samsung.com/sec/membership/membershipLevel/,"스타 등급: 2년간 구매 누계 실적 300만원~1,000만원 미만 또는 누계횟수 3회 이상. 기본 포인트 적립 0.1%. 갤럭시스토어에서 적립되는 포인트는 월/2년 적립한도 적용되지 않습니다.",,,,
BNF_STORE_GALAXYSTORE_TIER_3495bf3a,store_galaxystore_tier,SUMMARY_STORE_TIER_REWARD_RATES,GALAXY_STORE,삼성전자 멤버십 프레스티지 등급 갤럭시스토어 적립,GALAXY_STORE,ALL,IN_APP,REWARD,1.1,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://www.samsung.com/sec/membership/membershipLevel/,"프레스티지 등급: 2년간 구매 누계 실적 1,000만원 ~ 2,000만원 미만. 기본 0.1% + 추가 1% = 총 1.1% 적립. 갤럭시스토어에서 적립되는 포인트는 월/2년 적립한도 적용되지 않습니다.",,,,
BNF_STORE_GALAXYSTORE_TIER_58c748de,store_galaxystore_tier,SUMMARY_STORE_TIER_REWARD_RATES,GALAXY_STORE,삼성전자 멤버십 로열블루 등급 갤럭시스토어 적립,GALAXY_STORE,ALL,IN_APP,REWARD,2.1,PERCENT,0,,,MEMBERSHIP_TIER,FALSE,FALSE,NONE,STORE_COUPON,ALL_USERS,NONE,POINT_REWARD,FALSE,FALSE,DIRECT_PAY,FALSE,,,,https://www.samsung.com/sec/membership/membershipLevel/,"로열블루 등급: 2년간 구매 누계 실적 2,000만원 이상. 기본 0.1% + 추가 2% = 총 2.1% 적립. 갤럭시스토어에서 적립되는 포인트는 월/2년 적립한도 적용되지 않습니다.",,,,
BNF_STORE_GALAXYSTORE_e96d0af2,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 1 - 1만 원 할인 쿠폰,GALAXY_STORE,ALL,IN_APP,DISCOUNT,10000.0,KRW,50000,10000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,FALSE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"이벤트 참여 절차(삼성 계정 로그인 및 이벤트 참여하기 약관 동의)를 완료하고 '1만 원 할인 쿠폰 받기' 버튼 클릭 시 1만 원 할인(5만 원 이상 결제 시) 쿠폰 전원 지급. (단, 리니지M, 매직 로스트 로드 제외)",,,,
BNF_STORE_GALAXYSTORE_6247f7f5,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 2 - 한도 없는 10% 할인 쿠폰,GALAXY_STORE,씨사이드 익스케이프: 합성 & 스토리 게임,IN_APP,DISCOUNT,10.0,PERCENT,0,,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"갤럭시 스토어에서 [씨사이드 익스케이프: 합성 & 스토리 게임] 다운로드를 완료한 후, '10% 할인 쿠폰 받기' 버튼 클릭 시 10% 할인(금액 제한 없음) 쿠폰 지급 (선착순 5만 명)",,,,
BNF_STORE_GALAXYSTORE_14b25d35,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (2026 프로야구GO!),GALAXY_STORE,2026 프로야구GO!,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"2026 프로야구GO! / 선수 영입 월정액 2,500원 할인 / 선착순 300장",,,,
BNF_STORE_GALAXYSTORE_235e3e54,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (라스트 어사일럼: 페스트),GALAXY_STORE,라스트 어사일럼: 페스트,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"라스트 어사일럼: 페스트 / 영웅 경험치 주간 카드 OR 목재 주간 패스 OR 식량 주간 패스 OR 약재 주간 패스 OR 다이아몬드 주간 패스 2,500원 할인 / 선착순 1,000장",,,,
BNF_STORE_GALAXYSTORE_e0d97a5d,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (EA SPORTS FC Online M),GALAXY_STORE,EA SPORTS FC Online M,IN_APP,DISCOUNT,1900.0,KRW,0,1900,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"EA SPORTS FC Online M / [접속마다 50MC] MC 500 + MVIP 30일권 패키지 1,900원 할인 / 선착순 3,000장",,,,
BNF_STORE_GALAXYSTORE_9ed9ef57,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (Roblox),GALAXY_STORE,Roblox,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"Roblox / 500 Robux 2,500원 할인 / 선착순 1,000장",,,,
BNF_STORE_GALAXYSTORE_33c283cf,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (Royal Match),GALAXY_STORE,Royal Match,IN_APP,DISCOUNT,3000.0,KRW,0,3000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"Royal Match / Royal Pass (로얄 패스) 3,000원 할인 / 선착순 400장",,,,
BNF_STORE_GALAXYSTORE_9bcabe54,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (뮤 모나크2),GALAXY_STORE,뮤 모나크2,IN_APP,DISCOUNT,6000.0,KRW,0,6000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"뮤 모나크2 / 매일구매 패키지IV 6,000원 할인 / 선착순 300장",,,,
BNF_STORE_GALAXYSTORE_cd0d7266,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (피망 뉴맞고 : 대한민국 1등 고스톱 for Samsung),GALAXY_STORE,피망 뉴맞고 : 대한민국 1등 고스톱 for Samsung,IN_APP,DISCOUNT,10000.0,KRW,0,10000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,피망 뉴맞고 : 대한민국 1등 고스톱 for Samsung / 악동흑광 액션팩(30일) + 19억냥 1만 원 할인 / 선착순 500장,,,,
BNF_STORE_GALAXYSTORE_b4d3eb79,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (트리 오브 세이비어: 네버랜드),GALAXY_STORE,트리 오브 세이비어: 네버랜드,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"트리 오브 세이비어: 네버랜드 / 신성나무 가호 2,500원 할인 / 선착순 300장",,,,
BNF_STORE_GALAXYSTORE_e205fdf5,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (검은사막 모바일 for samsung),GALAXY_STORE,검은사막 모바일 for samsung,IN_APP,DISCOUNT,10000.0,KRW,0,10000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,검은사막 모바일 for samsung / 월간 입장권 지원함 OR 월간 입장권 지원함 Ⅱ 1만 원 할인 / 선착순 400장,,,,
BNF_STORE_GALAXYSTORE_65926598,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (열혈강호: 귀환),GALAXY_STORE,열혈강호: 귀환,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"열혈강호: 귀환 / 300원보 패키지 2,500원 할인 / 선착순 400장",,,,
BNF_STORE_GALAXYSTORE_be9e6a70,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (갓깨비 키우기-999뽑기 증정),GALAXY_STORE,갓깨비 키우기-999뽑기 증정,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"갓깨비 키우기-999뽑기 증정 / 진령 추종팩Ⅰ 2,500원 할인 / 선착순 400장",,,,
BNF_STORE_GALAXYSTORE_d0b03089,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (삼국지 전략판),GALAXY_STORE,삼국지 전략판,IN_APP,DISCOUNT,2000.0,KRW,0,2000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"삼국지 전략판 / 금인장 만석봉록 2,000원 할인 / 선착순 1,000장",,,,
BNF_STORE_GALAXYSTORE_7a10f723,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (I9: 인페르노 나인),GALAXY_STORE,I9: 인페르노 나인,IN_APP,DISCOUNT,2500.0,KRW,0,2500,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"I9: 인페르노 나인 / 7500원 패키지 2,500원 할인 / 선착순 300장 (단, [I9: 인페르노 나인(19) - 세로형 RPG]에서는 사용 불가)",,,,
BNF_STORE_GALAXYSTORE_1ef1eba7,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (천년 어게인),GALAXY_STORE,천년 어게인,IN_APP,DISCOUNT,15000.0,KRW,0,15000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"천년 어게인 / 1980원보 1만 5,000원 할인 / 선착순 500장",,,,
BNF_STORE_GALAXYSTORE_bf418413,store_galaxystore,DISCOUNT_STORE,GALAXY_STORE,8월 월간 쿠폰 EVENT 3 - 최애템 쿠폰 (버섯커 키우기-3000뽑기 증정),GALAXY_STORE,버섯커 키우기-3000뽑기 증정,IN_APP,DISCOUNT,10000.0,KRW,0,10000,,GENERAL,FALSE,TRUE,NONE,STORE_COUPON,ALL_USERS,NONE,COUPON_ISSUE,TRUE,FALSE,DIRECT_PAY,FALSE,,2026-08-01,2026-08-31,https://r1.community.samsung.com/t5/galaxy-store/%ED%98%9C%ED%83%9D%EC%9D%80-%EC%84%9C%ED%8F%AC%ED%8A%B8-%EA%B2%8C%EC%9E%84%EC%9D%80-%ED%8D%BC%ED%8E%99%ED%8A%B8-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%8A%A4%ED%86%A0%EC%96%B4-lt-8%EC%9B%94-%EC%9B%94%EA%B0%84-%EC%BF%A0%ED%8F%B0-gt-%EC%9D%B4%EB%B2%A4%ED%8A%B8/m-p/38940636,"버섯커 키우기-3000뽑기 증정 / 스타이아 63,000 1만 원 할인 / 선착순 400장",,,,
